"A customer satisfaction centric food delivery system based on <span class=""search-hit mathjax"">blockchain</span> and smart contract",https://arxiv.org/pdf/2209.04614
Fighting Sybils in Airdrops,https://arxiv.org/pdf/2209.04603
"Trustworthy Federated Learning via <span class=""search-hit mathjax"">Blockchain</span>",https://arxiv.org/pdf/2209.04418
"Managing a <span class=""search-hit mathjax"">blockchain</span>-based platform ecosystem for industry-wide adoption: The case of TradeLens",https://arxiv.org/pdf/2209.04206
Trustless Cross-chain Communication for Zendoo Sidechains,https://arxiv.org/pdf/2209.03907
Challenges of Proof-of-Useful-Work (PoUW),https://arxiv.org/pdf/2209.03865
"Multisecret-sharing scheme with two-level security and its applications in <span class=""search-hit mathjax"">Blockchain</span>",https://arxiv.org/pdf/2209.03670
"Efficient quantum non-fungible tokens for <span class=""search-hit mathjax"">blockchain</span>",https://arxiv.org/pdf/2209.02449
Web3 Challenges and Opportunities for the Market,https://arxiv.org/pdf/2209.02446
"A Markov Process Theory for Network Growth Processes of DAG-based <span class=""search-hit mathjax"">Blockchain</span> Systems",https://arxiv.org/pdf/2209.01458
DecVi: Adaptive Video Conferencing on Open Peer-to-Peer Networks,https://arxiv.org/pdf/2209.00695
Simulating BFT Protocol Implementations at Scale,https://arxiv.org/pdf/2208.14745
"PBAG: A Privacy-Preserving <span class=""search-hit mathjax"">Blockchain</span>-based Authentication Protocol with Global-updated Commitment in IoV",https://arxiv.org/pdf/2208.14616
Semantics and Non-Fungible Tokens for Copyright Management on the Metaverse and Beyond,https://arxiv.org/pdf/2208.14174
UWB Role Allocation with Distributed Ledger Technologies for Scalable Relative Localization in Multi-Robot Systems,https://arxiv.org/pdf/2208.13546
Partition-Tolerant and Byzantine-Tolerant Decision-Making for Distributed Robotic Systems with IOTA and ROS 2,https://arxiv.org/pdf/2208.13467
Price of MEV: Towards a Game Theoretical Approach to MEV,https://arxiv.org/pdf/2208.13464
SoK: Decentralized Finance (DeFi) Incidents,https://arxiv.org/pdf/2208.13035
TSGN: Transaction Subgraph Networks Assisting Phishing Detection in Ethereum,https://arxiv.org/pdf/2208.12938
A Joint Framework to Privacy-Preserving Edge Intelligence in Vehicular Networks,https://arxiv.org/pdf/2208.12755
PNPCoin: Distributed Computing on Bitcoin infrastructure,https://arxiv.org/pdf/2208.12628
"Consensusless <span class=""search-hit mathjax"">Blockchain</span>: A Promising High-Performance <span class=""search-hit mathjax"">Blockchain</span> without Consensus",https://arxiv.org/pdf/2208.12381
"A Platform-Free Proof of Federated Learning Consensus Mechanism for Sustainable <span class=""search-hit mathjax"">Blockchains</span>",https://arxiv.org/pdf/2208.12046
"A Trusted, Verifiable and Differential Cyber Threat Intelligence Sharing Framework using <span class=""search-hit mathjax"">Blockchain</span>",https://arxiv.org/pdf/2208.12031
A Plural Decentralized Identity Frontier: Abstraction v. Composability Tradeoffs in Web3,https://arxiv.org/pdf/2208.11443
"Gromit: Benchmarking the Performance and Scalability of <span class=""search-hit mathjax"">Blockchain</span> Systems",https://arxiv.org/pdf/2208.11254
"Your <span class=""search-hit mathjax"">Blockchain</span> Needn't Care How the Message is Spread",https://arxiv.org/pdf/2208.11241
"Investigating the Requirements for Building a <span class=""search-hit mathjax"">Blockchain</span> Simulator for IoT Applications",https://arxiv.org/pdf/2208.11207
"<span class=""search-hit mathjax"">Blockchain</span> Simulators: A Systematic Mapping Study",https://arxiv.org/pdf/2208.11202
Decentralized Collaborative Learning with Probabilistic Data Protection,https://arxiv.org/pdf/2208.10674
"Optimal Bootstrapping of PoW <span class=""search-hit mathjax"">Blockchains</span>",https://arxiv.org/pdf/2208.10618
"To EVM or Not to EVM: <span class=""search-hit mathjax"">Blockchain</span> Compatibility and Network Effects",https://arxiv.org/pdf/2208.10269
An Incentive-Compatible Mechanism for Decentralized Storage Network,https://arxiv.org/pdf/2208.09937
Exploring Price Accuracy on Uniswap V3 in Times of Distress,https://arxiv.org/pdf/2208.09642
"<span class=""search-hit mathjax"">Blockchain</span>-based traffic management for Advanced Air Mobility",https://arxiv.org/pdf/2208.09312
"Scaling <span class=""search-hit mathjax"">Blockchains</span> with Error Correction Codes: A Survey on Coded <span class=""search-hit mathjax"">Blockchains</span>",https://arxiv.org/pdf/2208.09255
"<span class=""search-hit mathjax"">Blockchain</span> based digital vaccine passport",https://arxiv.org/pdf/2208.08760
"Recent Advances of <span class=""search-hit mathjax"">Blockchain</span> and its Applications",https://arxiv.org/pdf/2208.07993
Dynamic Pricing for Non-fungible Resources,https://arxiv.org/pdf/2208.07919
"Using <span class=""search-hit mathjax"">blockchain</span> in the follow-up of emergency situations related to events",https://arxiv.org/pdf/2208.07701
"QPQ 1DLT: A system for the rapid deployment of secure and efficient EVM-based <span class=""search-hit mathjax"">blockchains</span>",https://arxiv.org/pdf/2208.07665
"Achieve Fully Decentralized End to End Encryption Meeting via <span class=""search-hit mathjax"">Blockchain</span>",https://arxiv.org/pdf/2208.07604
"Towards <span class=""search-hit mathjax"">Blockchain</span>-based Trust and Reputation Management for Trustworthy 6G Networks",https://arxiv.org/pdf/2208.07562
An Efficient and Reliable Asynchronous Federated Learning Scheme for Smart Public Transportation,https://arxiv.org/pdf/2208.07194
Smart Contract Synthesis Modulo Hyperproperties,https://arxiv.org/pdf/2208.07180
Xscope: Hunting for Cross-Chain Bridge Attacks,https://arxiv.org/pdf/2208.07119
Fair Incentivization of Bandwidth Sharing in Decentralized Storage Networks,https://arxiv.org/pdf/2208.07067
"A <span class=""search-hit mathjax"">Blockchain</span>-based Decentralised and Dynamic Authorisation Scheme for the Internet of Things",https://arxiv.org/pdf/2208.07060
Perpetual Contract NFT as Collateral for DeFi Composability,https://arxiv.org/pdf/2208.06472
"Hybrid On/Off <span class=""search-hit mathjax"">Blockchain</span> Approach for Vehicle Data Management, Processing and Visualization Exemplified by the ADAPT Platform",https://arxiv.org/pdf/2208.06432
Customer Empowered Privacy-Preserving Secure Verification using Decentralized Identifier and Verifiable Credentials For Product Delivery Using Robots,https://arxiv.org/pdf/2208.06165
"A Fast <span class=""search-hit mathjax"">Blockchain</span>-based Federated Learning Framework with Compressed Communications",https://arxiv.org/pdf/2208.06095
Transparent and Tamper-Proof Event Ordering in the Internet of Things Platforms,https://arxiv.org/pdf/2208.05865
"Diamonds are Forever in the <span class=""search-hit mathjax"">Blockchain</span>: Geometric Polyhedral Point-Set Pattern Matching",https://arxiv.org/pdf/2208.05597
Block Double-Submission Attack: Block Withholding Can Be Self-Destructive,https://arxiv.org/pdf/2208.05425
"Pikachu: Securing PoS <span class=""search-hit mathjax"">Blockchains</span> from Long-Range Attacks by Checkpointing into Bitcoin PoW using Taproot",https://arxiv.org/pdf/2208.05408
TokenPatronus: A Decentralized NFT Anti-theft Mechanism,https://arxiv.org/pdf/2208.05168
Cross-chain between a Parent Chain and Multiple Side Chains,https://arxiv.org/pdf/2208.05125
"<span class=""search-hit mathjax"">Blockchain</span>-based Edge Resource Sharing for Metaverse",https://arxiv.org/pdf/2208.05120
"Tamperproof IoT with <span class=""search-hit mathjax"">Blockchain</span>",https://arxiv.org/pdf/2208.05109
Non-Fungible Tokens in Business and Management -- A Review,https://arxiv.org/pdf/2208.04836
"The future of <span class=""search-hit mathjax"">blockchain</span>-enabled tokenization in infrastructure investment and development: A Delphi-based scenario analysis",https://arxiv.org/pdf/2208.04710
"<span class=""search-hit mathjax"">Blockchain</span>-enabled tokenization for sustainable and inclusive infrastructure investment",https://arxiv.org/pdf/2208.04709
DeepHider: A Multi-module and Invisibility Watermarking Scheme for Language Model,https://arxiv.org/pdf/2208.04676
Bottom-up Trust Registry in Self Sovereign Identity,https://arxiv.org/pdf/2208.04624
"<span class=""search-hit mathjax"">Blockchain</span> in Dynamic Networks",https://arxiv.org/pdf/2208.03355
Cryptoeconomic Security for Data Availability Committees,https://arxiv.org/pdf/2208.02999
An Empirical Study on Ethereum Private Transactions and the Security Implications,https://arxiv.org/pdf/2208.02858
"<span class=""search-hit mathjax"">Blockchain</span> associated machine learning and IoT based hypoglycemia detection system with auto-injection feature",https://arxiv.org/pdf/2208.02222
"On the Integration of <span class=""search-hit mathjax"">Blockchain</span> and SDN: Overview, Applications, and Future Perspectives",https://arxiv.org/pdf/2208.02177
Mixed Fault Tolerance Protocols with Trusted Execution Environment,https://arxiv.org/pdf/2208.01946
Graph Regularized Nonnegative Latent Factor Analysis Model for Temporal Link Prediction in Cryptocurrency Transaction Networks,https://arxiv.org/pdf/2208.01923
Mass Exit Attacks on the Lightning Network,https://arxiv.org/pdf/2208.01908
"Using Software Product Lines to Create <span class=""search-hit mathjax"">Blockchain</span> Products: Application to Supply Chain Traceability",https://arxiv.org/pdf/2208.01497
A Secure Dynamic Edge Resource Federation Architecture for Cross-Domain IoT Systems,https://arxiv.org/pdf/2208.01466
"Application of <span class=""search-hit mathjax"">Blockchain</span> Smart Contracts in E-Commerce and Government",https://arxiv.org/pdf/2208.01350
"Security Requirement Analysis of <span class=""search-hit mathjax"">Blockchain</span>-based E-Voting Systems",https://arxiv.org/pdf/2208.01277
Maximal Extractable Value (MEV) Protection on a DAG,https://arxiv.org/pdf/2208.00940
ERC-20R and ERC-721R: Reversible Transactions on Ethereum,https://arxiv.org/pdf/2208.00543
Recurring Contingent Service Payment,https://arxiv.org/pdf/2208.00283
"BlockScope: Detecting and Investigating Propagated Vulnerabilities in Forked <span class=""search-hit mathjax"">Blockchain</span> Projects",https://arxiv.org/pdf/2208.00205
GoodFATR: A Platform for Automated Threat Report Collection and IOC Extraction,https://arxiv.org/pdf/2208.00042
"Pattern matching algorithms in <span class=""search-hit mathjax"">Blockchain</span> for network fees reduction",https://arxiv.org/pdf/2207.14592
"Blade: A <span class=""search-hit mathjax"">Blockchain</span>-supported Architecture for Decentralized Services",https://arxiv.org/pdf/2207.14577
Bibliometric Patterns and Concept Evolution Trajectories in research publications in Future Generation Computer Systems,https://arxiv.org/pdf/2207.14442
Data Integrity Verification in Network Slicing using Oracles and Smart Contracts,https://arxiv.org/pdf/2207.14388
"The decentralized evolution of decentralization across fields: from Governance to <span class=""search-hit mathjax"">Blockchain</span>",https://arxiv.org/pdf/2207.14260
"Analysis of Polkadot: Architecture, Internals, and Contradictions",https://arxiv.org/pdf/2207.14128
"Marvel DC: A <span class=""search-hit mathjax"">Blockchain</span>-Based Decentralized and Incentive-Compatible Distributed Computing Protocol",https://arxiv.org/pdf/2207.14011
"Using <span class=""search-hit mathjax"">blockchain</span> in the follow-up of emergency situations related to events",https://arxiv.org/pdf/2208.07701
"QPQ 1DLT: A system for the rapid deployment of secure and efficient EVM-based <span class=""search-hit mathjax"">blockchains</span>",https://arxiv.org/pdf/2208.07665
"Achieve Fully Decentralized End to End Encryption Meeting via <span class=""search-hit mathjax"">Blockchain</span>",https://arxiv.org/pdf/2208.07604
"Towards <span class=""search-hit mathjax"">Blockchain</span>-based Trust and Reputation Management for Trustworthy 6G Networks",https://arxiv.org/pdf/2208.07562
An Efficient and Reliable Asynchronous Federated Learning Scheme for Smart Public Transportation,https://arxiv.org/pdf/2208.07194
Smart Contract Synthesis Modulo Hyperproperties,https://arxiv.org/pdf/2208.07180
Xscope: Hunting for Cross-Chain Bridge Attacks,https://arxiv.org/pdf/2208.07119
Fair Incentivization of Bandwidth Sharing in Decentralized Storage Networks,https://arxiv.org/pdf/2208.07067
"A <span class=""search-hit mathjax"">Blockchain</span>-based Decentralised and Dynamic Authorisation Scheme for the Internet of Things",https://arxiv.org/pdf/2208.07060
Perpetual Contract NFT as Collateral for DeFi Composability,https://arxiv.org/pdf/2208.06472
"Hybrid On/Off <span class=""search-hit mathjax"">Blockchain</span> Approach for Vehicle Data Management, Processing and Visualization Exemplified by the ADAPT Platform",https://arxiv.org/pdf/2208.06432
Customer Empowered Privacy-Preserving Secure Verification using Decentralized Identifier and Verifiable Credentials For Product Delivery Using Robots,https://arxiv.org/pdf/2208.06165
"A Fast <span class=""search-hit mathjax"">Blockchain</span>-based Federated Learning Framework with Compressed Communications",https://arxiv.org/pdf/2208.06095
Transparent and Tamper-Proof Event Ordering in the Internet of Things Platforms,https://arxiv.org/pdf/2208.05865
"Diamonds are Forever in the <span class=""search-hit mathjax"">Blockchain</span>: Geometric Polyhedral Point-Set Pattern Matching",https://arxiv.org/pdf/2208.05597
Block Double-Submission Attack: Block Withholding Can Be Self-Destructive,https://arxiv.org/pdf/2208.05425
"Pikachu: Securing PoS <span class=""search-hit mathjax"">Blockchains</span> from Long-Range Attacks by Checkpointing into Bitcoin PoW using Taproot",https://arxiv.org/pdf/2208.05408
TokenPatronus: A Decentralized NFT Anti-theft Mechanism,https://arxiv.org/pdf/2208.05168
Cross-chain between a Parent Chain and Multiple Side Chains,https://arxiv.org/pdf/2208.05125
"<span class=""search-hit mathjax"">Blockchain</span>-based Edge Resource Sharing for Metaverse",https://arxiv.org/pdf/2208.05120
"Tamperproof IoT with <span class=""search-hit mathjax"">Blockchain</span>",https://arxiv.org/pdf/2208.05109
Non-Fungible Tokens in Business and Management -- A Review,https://arxiv.org/pdf/2208.04836
"The future of <span class=""search-hit mathjax"">blockchain</span>-enabled tokenization in infrastructure investment and development: A Delphi-based scenario analysis",https://arxiv.org/pdf/2208.04710
"<span class=""search-hit mathjax"">Blockchain</span>-enabled tokenization for sustainable and inclusive infrastructure investment",https://arxiv.org/pdf/2208.04709
DeepHider: A Multi-module and Invisibility Watermarking Scheme for Language Model,https://arxiv.org/pdf/2208.04676
Bottom-up Trust Registry in Self Sovereign Identity,https://arxiv.org/pdf/2208.04624
"<span class=""search-hit mathjax"">Blockchain</span> in Dynamic Networks",https://arxiv.org/pdf/2208.03355
Cryptoeconomic Security for Data Availability Committees,https://arxiv.org/pdf/2208.02999
An Empirical Study on Ethereum Private Transactions and the Security Implications,https://arxiv.org/pdf/2208.02858
"<span class=""search-hit mathjax"">Blockchain</span> associated machine learning and IoT based hypoglycemia detection system with auto-injection feature",https://arxiv.org/pdf/2208.02222
"On the Integration of <span class=""search-hit mathjax"">Blockchain</span> and SDN: Overview, Applications, and Future Perspectives",https://arxiv.org/pdf/2208.02177
Mixed Fault Tolerance Protocols with Trusted Execution Environment,https://arxiv.org/pdf/2208.01946
Graph Regularized Nonnegative Latent Factor Analysis Model for Temporal Link Prediction in Cryptocurrency Transaction Networks,https://arxiv.org/pdf/2208.01923
Mass Exit Attacks on the Lightning Network,https://arxiv.org/pdf/2208.01908
"Using Software Product Lines to Create <span class=""search-hit mathjax"">Blockchain</span> Products: Application to Supply Chain Traceability",https://arxiv.org/pdf/2208.01497
A Secure Dynamic Edge Resource Federation Architecture for Cross-Domain IoT Systems,https://arxiv.org/pdf/2208.01466
"Application of <span class=""search-hit mathjax"">Blockchain</span> Smart Contracts in E-Commerce and Government",https://arxiv.org/pdf/2208.01350
"Security Requirement Analysis of <span class=""search-hit mathjax"">Blockchain</span>-based E-Voting Systems",https://arxiv.org/pdf/2208.01277
Maximal Extractable Value (MEV) Protection on a DAG,https://arxiv.org/pdf/2208.00940
ERC-20R and ERC-721R: Reversible Transactions on Ethereum,https://arxiv.org/pdf/2208.00543
Recurring Contingent Service Payment,https://arxiv.org/pdf/2208.00283
"BlockScope: Detecting and Investigating Propagated Vulnerabilities in Forked <span class=""search-hit mathjax"">Blockchain</span> Projects",https://arxiv.org/pdf/2208.00205
GoodFATR: A Platform for Automated Threat Report Collection and IOC Extraction,https://arxiv.org/pdf/2208.00042
"Pattern matching algorithms in <span class=""search-hit mathjax"">Blockchain</span> for network fees reduction",https://arxiv.org/pdf/2207.14592
"Blade: A <span class=""search-hit mathjax"">Blockchain</span>-supported Architecture for Decentralized Services",https://arxiv.org/pdf/2207.14577
Bibliometric Patterns and Concept Evolution Trajectories in research publications in Future Generation Computer Systems,https://arxiv.org/pdf/2207.14442
Data Integrity Verification in Network Slicing using Oracles and Smart Contracts,https://arxiv.org/pdf/2207.14388
"The decentralized evolution of decentralization across fields: from Governance to <span class=""search-hit mathjax"">Blockchain</span>",https://arxiv.org/pdf/2207.14260
"Analysis of Polkadot: Architecture, Internals, and Contradictions",https://arxiv.org/pdf/2207.14128
"Marvel DC: A <span class=""search-hit mathjax"">Blockchain</span>-Based Decentralized and Incentive-Compatible Distributed Computing Protocol",https://arxiv.org/pdf/2207.14011
Partial Selfish Mining for More Profits,https://arxiv.org/pdf/2207.13478
Trading under the Proof-of-Stake Protocol -- a Continuous-Time Control Approach,https://arxiv.org/pdf/2207.12581
"AGAPECert: An Auditable, Generalized, Automated, Privacy-Enabling Certification Framework with Oblivious Smart Contracts",https://arxiv.org/pdf/2207.12482
Automatic Fair Exchanges,https://arxiv.org/pdf/2207.12326
"FileInsurer: A Scalable and Reliable Protocol for Decentralized File Storage in <span class=""search-hit mathjax"">Blockchain</span>",https://arxiv.org/pdf/2207.11657
"BPFISH: <span class=""search-hit mathjax"">Blockchain</span> and Privacy-preserving FL Inspired Smart Healthcare",https://arxiv.org/pdf/2207.11654
"SyncPCN/PSyncPCN: Payment Channel Networks without <span class=""search-hit mathjax"">Blockchain</span> Synchrony",https://arxiv.org/pdf/2207.11615
"Scalability Analysis of a Global <span class=""search-hit mathjax"">Blockchain</span> For Immunization Records",https://arxiv.org/pdf/2207.10212
MeritRank: Sybil Tolerant Reputation for Merit-based Tokenomics,https://arxiv.org/pdf/2207.09950
Design and implementation of a DApp to store health data,https://arxiv.org/pdf/2207.09919
"Money and Trust in Metaverses, Bitcoin and Stablecoins in global social XR",https://arxiv.org/pdf/2207.09460
"Fabric-GC: A <span class=""search-hit mathjax"">Blockchain</span>-based Gantt Chart System for Cross-organizational Project Management",https://arxiv.org/pdf/2207.09249
"A Survey on EOSIO Systems Security: Vulnerability, Attack, and Mitigation",https://arxiv.org/pdf/2207.09227
"Smart Contract Assisted <span class=""search-hit mathjax"">Blockchain</span> based PKI System",https://arxiv.org/pdf/2207.09127
"Fine-grained Data Access Control for Collaborative Process Execution on <span class=""search-hit mathjax"">Blockchain</span>",https://arxiv.org/pdf/2207.08484
Bitcoin-Enhanced Proof-of-Stake Security: Possibilities and Impossibilities,https://arxiv.org/pdf/2207.08392
Crypto Rewards in Fundraising: Evidence from Crypto Donations to Ukraine,https://arxiv.org/pdf/2207.07490
"A Consensus Algorithm Based on Risk Assessment Model for Permissioned <span class=""search-hit mathjax"">Blockchain</span>",https://arxiv.org/pdf/2207.07453
"Pattern Analysis of Money Flow in the Bitcoin <span class=""search-hit mathjax"">Blockchain</span>",https://arxiv.org/pdf/2207.07315
"Applications of <span class=""search-hit mathjax"">Blockchain</span> for the Governance of Integrated Project Delivery: A Crypto Commons Approach",https://arxiv.org/pdf/2207.07002
Multi: a Formal Playground for Multi-Smart Contract Interaction,https://arxiv.org/pdf/2207.06681
"A <span class=""search-hit mathjax"">blockchain</span>-based secure storage scheme for medical information",https://arxiv.org/pdf/2207.06102
"Smart Red Belly <span class=""search-hit mathjax"">Blockchain</span>: Enhanced Transaction Management for Decentralized Applications",https://arxiv.org/pdf/2207.05971
"Achieving Almost All <span class=""search-hit mathjax"">Blockchain</span> Functionalities with Polylogarithmic Storage",https://arxiv.org/pdf/2207.05869
"From Bitcoin to Solana -- Innovating <span class=""search-hit mathjax"">Blockchain</span> towards Enterprise Applications",https://arxiv.org/pdf/2207.05240
"CougaR: Fast and Eclipse-Resilient Dissemination for <span class=""search-hit mathjax"">Blockchain</span> Networks",https://arxiv.org/pdf/2207.04911
"Statistical Detection of Adversarial examples in <span class=""search-hit mathjax"">Blockchain</span>-based Federated Forest In-vehicle Network Intrusion Detection Systems",https://arxiv.org/pdf/2207.04843
"TIPS: Transaction Inclusion Protocol with Signaling in DAG-based <span class=""search-hit mathjax"">Blockchain</span>",https://arxiv.org/pdf/2207.04841
"The Confluence of <span class=""search-hit mathjax"">Blockchain</span> and 6G Network: Scenarios Analysis and Performance Assessment",https://arxiv.org/pdf/2207.04744
A Decentralised Real Estate Transfer Verification Based on Self-Sovereign Identity and Smart Contracts,https://arxiv.org/pdf/2207.04459
"<span class=""search-hit mathjax"">Blockchain</span>-based Medical Image Sharing and Automated Critical-results Notification: A Novel Framework",https://arxiv.org/pdf/2207.03555
"Ride-Hailing for Autonomous Vehicles: Hyperledger Fabric-Based Secure and Decentralize <span class=""search-hit mathjax"">Blockchain</span> Platform",https://arxiv.org/pdf/2207.03525
"SocChain: <span class=""search-hit mathjax"">Blockchain</span> with Swift Proportional Governance for Bribery Mitigation",https://arxiv.org/pdf/2207.02711
"Incentivizing Proof-of-Stake <span class=""search-hit mathjax"">Blockchain</span> for Secured Data Collection in UAV-Assisted IoT: A Multi-Agent Reinforcement Learning Approach",https://arxiv.org/pdf/2207.02705
Transaction Monitoring of Smart Contracts,https://arxiv.org/pdf/2207.02517
